"","Region","Confirmed","Day_Confirmed","Date","Cumulative_tests","Day_test"
"2000","MN",1,1,"20200307",49,13
"2001","MO",0,0,"20200307",0,0
"2002","MS",0,0,"20200307",0,0
"2003","MT",0,0,"20200307",11,0
"2004","NC",2,0,"20200307",2,0
"2005","ND",0,0,"20200307",0,0
"2006","NE",1,1,"20200307",18,1
"2007","NH",2,0,"20200307",22,0
"2008","NJ",4,3,"20200307",4,3
"2009","NM",0,0,"20200307",48,32
"2010","NV",1,0,"20200307",15,0
"2011","NY",76,43,"20200307",168,43
"2012","OH",0,0,"20200307",9,1
"2013","OK",1,0,"20200307",1,0
"2014","OR",7,4,"20200307",84,17
"2015","PA",4,2,"20200307",4,2
"2016","RI",2,-1,"20200307",32,12
"2017","SC",2,2,"20200307",10,5
"2018","SD",0,0,"20200307",5,0
"2019","TN",1,0,"20200307",1,0
"2020","TX",8,3,"20200307",8,3
"2021","UT",1,0,"20200307",1,0
"2022","VA",0,0,"20200307",31,10
"2023","VT",0,0,"20200307",16,8
"2024","WA",181,32,"20200307",551,32
"2025","WI",1,0,"20200307",32,0
"2026","WV",0,0,"20200307",2,1
"2027","WY",0,0,"20200307",0,0
"2028","AK",0,0,"20200306",8,0
"2029","AR",0,0,"20200306",6,0
"2030","AZ",3,1,"20200306",36,6
"2031","CA",60,7,"20200306",522,7
"2032","CO",2,2,"20200306",48,29
"2033","DC",0,0,"20200306",8,2
"2034","DE",0,0,"20200306",10,0
"2035","FL",9,0,"20200306",64,24
"2036","GA",2,0,"20200306",2,0
"2037","IA",0,0,"20200306",15,0
"2038","IL",5,0,"20200306",185,15
"2039","IN",1,0,"20200306",1,0
"2040","KS",0,0,"20200306",4,0
"2041","KY",0,0,"20200306",7,0
"2042","MA",8,6,"20200306",8,6
"2043","MD",3,3,"20200306",29,12
"2044","MI",0,0,"20200306",8,0
"2045","MN",0,0,"20200306",36,0
"2046","NC",2,1,"20200306",2,1
"2047","NE",0,0,"20200306",17,0
"2048","NH",2,0,"20200306",22,4
"2049","NJ",1,0,"20200306",1,0
"2050","NM",0,0,"20200306",16,0
"2051","NV",1,0,"20200306",15,0
"2052","NY",33,11,"20200306",125,27
"2053","OH",0,0,"20200306",8,1
"2054","OR",3,0,"20200306",67,19
"2055","PA",2,0,"20200306",2,0
"2056","RI",3,1,"20200306",20,1
"2057","SC",0,0,"20200306",5,0
"2058","TN",1,0,"20200306",1,0
"2059","TX",5,4,"20200306",5,4
"2060","VA",0,0,"20200306",21,3
"2061","VT",0,0,"20200306",8,0
"2062","WA",149,53,"20200306",519,423
"2063","WI",1,0,"20200306",32,12
"2064","WV",0,0,"20200306",1,0
"2065","AZ",2,0,"20200305",30,1
"2066","CA",53,0,"20200305",515,0
"2067","CO",0,0,"20200305",19,0
"2068","DC",0,0,"20200305",6,0
"2069","FL",9,7,"20200305",40,14
"2070","GA",2,0,"20200305",2,0
"2071","IL",5,1,"20200305",170,42
"2072","MA",2,0,"20200305",2,0
"2073","MD",0,0,"20200305",17,0
"2074","MI",0,0,"20200305",8,0
"2075","NC",1,0,"20200305",1,0
"2076","NE",0,0,"20200305",17,0
"2077","NH",2,0,"20200305",18,6
"2078","NJ",1,0,"20200305",1,0
"2079","NV",1,0,"20200305",15,0
"2080","NY",22,16,"20200305",98,44
"2081","OH",0,0,"20200305",7,0
"2082","OR",3,0,"20200305",48,16
"2083","RI",2,0,"20200305",19,6
"2084","SC",0,0,"20200305",5,0
"2085","TN",1,0,"20200305",1,0
"2086","TX",1,0,"20200305",1,0
"2087","VA",0,0,"20200305",18,0
"2088","WA",96,20,"20200305",96,20
"2089","WI",1,0,"20200305",20,0
"2090","AZ",2,0,"20200304",29,0
"2091","CA",53,0,"20200304",515,0
"2092","FL",2,0,"20200304",26,0
"2093","GA",2,0,"20200304",2,0
"2094","IL",4,0,"20200304",128,0
"2095","MA",2,0,"20200304",2,0
"2096","NC",1,0,"20200304",1,0
"2097","NH",2,0,"20200304",12,0
"2098","NY",6,0,"20200304",54,0
"2099","OR",3,0,"20200304",32,0
"2100","RI",2,0,"20200304",13,5
"2101","SC",0,0,"20200304",5,0
"2102","TX",1,0,"20200304",1,0
"2103","WA",76,18,"20200304",76,18
"2104","WI",1,0,"20200304",20,0
"2105","RI",2,1,"20200303",8,7
"2106","WA",58,24,"20200303",58,24
"2107","RI",1,0,"20200302",1,0
"2108","WA",34,4,"20200302",34,4
"2109","RI",1,0,"20200301",1,0
"2110","WA",30,12,"20200301",30,12
"2111","WA",18,9,"20200229",18,9
"2112","WA",9,0,"20200228",9,0
"2113","Italy",229,74,"Feb 24, 2020",4324,4324
"2114","Italy",322,93,"Feb 25, 2020",8623,4299
"2115","Italy",453,131,"Feb 26, 2020",9587,964
"2116","Italy",655,202,"Feb 27, 2020",12014,2427
"2117","Italy",888,233,"Feb 28, 2020",15695,3681
"2118","Italy",1128,240,"Feb 29, 2020",18661,2966
"2119","Italy",1694,566,"Mar 1, 2020",21127,2466
"2120","Italy",2036,342,"Mar 2, 2020",23345,2218
"2121","Italy",2502,466,"Mar 3, 2020",25856,2511
"2122","Italy",3089,587,"Mar 4, 2020",29837,3981
"2123","Italy",3858,769,"Mar 5, 2020",32362,2525
"2124","Italy",4636,778,"Mar 6, 2020",36359,3997
"2125","Italy",5883,1247,"Mar 7, 2020",42062,5703
"2126","Italy",7375,1492,"Mar 8, 2020",49937,7875
"2127","Italy",9172,1797,"Mar 9, 2020",53826,3889
"2128","Italy",10149,977,"Mar 10, 2020",60761,6935
"2129","Italy",12462,2313,"Mar 11, 2020",73154,12393
"2130","Italy",12462,0,"Mar 12, 2020",86011,12857
"2131","Italy",17660,5198,"Mar 13, 2020",97488,11477
"2132","Italy",21157,3497,"Mar 14, 2020",109170,11682
"2133","Italy",24747,3590,"Mar 15, 2020",124899,15729
"2134","Italy",27980,3233,"Mar 16, 2020",137962,13063
"2135","Italy",31506,3526,"Mar 17, 2020",148657,10695
"2136","Italy",35713,4207,"Mar 18, 2020",165541,16884
"2137","Italy",41035,5322,"Mar 19, 2020",182777,17236
"2138","Italy",47021,5986,"Mar 20, 2020",206886,24109
"2139","Italy",53578,6557,"Mar 21, 2020",233222,26336
"2140","Italy",59138,5560,"Mar 22, 2020",258402,25180
"2141","Italy",63927,4789,"Mar 23, 2020",275468,17066
"2142","Italy",69176,5249,"Mar 24, 2020",296964,21496
"2143","Italy",74386,5210,"Mar 25, 2020",324445,27481
"2144","Italy",80589,6203,"Mar 26, 2020",361060,36615
"2145","Italy",86498,5909,"Mar 27, 2020",394079,33019
"2146","Italy",92472,5974,"Mar 28, 2020",429526,35447
"2147","Italy",97689,5217,"Mar 29, 2020",454030,24504
"2148","Italy",101739,4050,"Mar 30, 2020",477359,23329
"2149","Italy",105792,4053,"Mar 31, 2020",506968,29609
"2150","Italy",110574,4782,"Apr 1, 2020",541423,34455
"2151","Italy",115242,4668,"Apr 2, 2020",581232,39809
"2152","Italy",119827,4585,"Apr 3, 2020",619849,38617
"2153","Italy",124632,4805,"Apr 4, 2020",657224,37375
"2154","Italy",128948,4316,"Apr 5, 2020",691461,34237
"2155","Italy",132547,3599,"Apr 6, 2020",721732,30271
"2156","Italy",135586,3039,"Apr 7, 2020",755445,33713
"2157","Italy",139422,3836,"Apr 8, 2020",807125,51680
